               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.016791,            0.012398,                   0,             0.85479,             0.86011,              0.8547,             0.43017,            0.021373,           0.0097069,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.016921,            0.012444,                   0,             0.87621,             0.84018,             0.85692,             0.41367,            0.020705,           0.0094353,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.015914,             0.01236,                   0,             0.85505,               0.835,             0.84356,             0.41664,            0.021341,           0.0099082,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.016273,            0.012284,                   0,             0.84661,             0.85388,             0.83205,             0.41583,            0.021327,           0.0098812,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.015852,            0.011997,                   0,             0.83681,             0.84291,             0.83557,             0.41694,            0.021799,           0.0098106,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.016631,            0.012334,                   0,             0.83676,             0.84261,             0.85258,             0.43438,            0.021922,           0.0096805,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.016026,            0.012397,                   0,             0.86825,             0.84475,             0.85357,             0.42581,            0.021613,           0.0098327,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.016001,            0.011939,                   0,             0.86181,             0.85388,             0.87774,             0.43219,            0.021408,           0.0099551,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.016174,             0.01185,                   0,             0.84713,             0.84932,             0.85475,             0.41709,            0.021214,           0.0097159,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.015757,            0.011857,                   0,             0.85904,             0.84932,             0.86181,             0.42101,            0.021432,           0.0099479,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.016503,            0.011773,                   0,             0.85551,             0.84932,             0.85296,             0.42423,             0.02106,           0.0097509,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.016333,            0.011916,                   0,             0.85516,             0.86758,             0.85795,             0.41938,            0.021349,           0.0099809,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.015689,            0.011792,                   0,              0.8657,             0.85358,             0.86573,             0.41888,             0.02138,            0.010281,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.015868,            0.011682,                   0,             0.86418,             0.86758,             0.87192,             0.42677,            0.021356,           0.0099064,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.015483,            0.011745,                   0,             0.84686,              0.8585,             0.86203,             0.42014,            0.021405,           0.0099651,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.015405,            0.011774,                   0,             0.85061,             0.85797,             0.85968,             0.42905,            0.021625,              0.0102,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.015712,            0.011695,                   0,             0.86174,             0.85845,             0.86787,              0.4214,            0.021336,            0.010058,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.015481,            0.011712,                   0,             0.86168,             0.85334,             0.86433,             0.42481,            0.021404,            0.009997,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.015506,            0.011533,                   0,             0.86056,             0.85388,             0.86081,             0.42448,            0.021307,           0.0099914,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.015399,             0.01131,                   0,             0.87283,             0.84619,             0.86124,             0.42567,            0.021191,            0.010159,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.015321,            0.011535,                   0,             0.87748,             0.83562,             0.86398,             0.43202,            0.021458,            0.010192,                   0,            0.000298,            0.000298,            0.000298
