               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.032829,            0.018544,           0.0082436,              0.7795,             0.72825,             0.79405,             0.52884,            0.028113,            0.009161,           0.0054107,            0.006535,            0.006535,            0.006535
                  37,             0.03223,            0.018737,           0.0083236,             0.78967,             0.75701,             0.79509,             0.52592,            0.029253,           0.0090177,           0.0060409,            0.006436,            0.006436,            0.006436
                  38,            0.032621,            0.018316,           0.0085872,             0.82493,             0.75559,              0.8286,             0.55201,             0.02843,           0.0089307,           0.0049537,            0.006337,            0.006337,            0.006337
                  39,            0.032069,             0.01832,           0.0081458,             0.83763,             0.74841,             0.81677,             0.53699,            0.028487,           0.0089084,           0.0065008,            0.006238,            0.006238,            0.006238
                  40,             0.03217,             0.01826,            0.008258,             0.81126,             0.76283,             0.81723,             0.54739,            0.027899,            0.008976,           0.0055444,            0.006139,            0.006139,            0.006139
                  41,            0.032225,            0.018099,           0.0076326,             0.83042,             0.79658,             0.84008,              0.5505,            0.027414,           0.0088599,           0.0042417,             0.00604,             0.00604,             0.00604
                  42,            0.032267,             0.01843,           0.0079527,             0.80641,             0.80156,             0.83627,             0.55406,            0.028357,           0.0088723,           0.0039778,            0.005941,            0.005941,            0.005941
                  43,            0.031714,            0.018304,           0.0080436,             0.80952,             0.76657,             0.81955,             0.54572,            0.027557,           0.0089163,           0.0048432,            0.005842,            0.005842,            0.005842
                  44,            0.032006,            0.018222,           0.0077303,             0.82087,             0.75438,             0.82243,             0.55397,            0.027552,           0.0089633,           0.0039909,            0.005743,            0.005743,            0.005743
                  45,            0.031969,            0.017824,           0.0076961,             0.83915,              0.7498,             0.81732,             0.54952,            0.027939,           0.0088672,           0.0050436,            0.005644,            0.005644,            0.005644
                  46,            0.031649,            0.017922,           0.0073916,             0.83941,             0.76901,             0.83697,             0.56327,            0.027577,           0.0088167,           0.0036609,            0.005545,            0.005545,            0.005545
                  47,            0.030957,            0.017636,           0.0071302,             0.79812,             0.79887,             0.84189,             0.56306,            0.027533,            0.008768,           0.0039503,            0.005446,            0.005446,            0.005446
                  48,            0.031334,            0.017938,           0.0073759,             0.82563,             0.73782,             0.82461,             0.55138,            0.027904,           0.0087657,           0.0049092,            0.005347,            0.005347,            0.005347
                  49,             0.03155,            0.017906,           0.0078562,             0.79864,             0.77536,             0.83395,             0.56561,            0.028134,           0.0087926,           0.0039769,            0.005248,            0.005248,            0.005248
                  50,            0.031239,            0.017959,           0.0071345,             0.83968,             0.77786,             0.83744,             0.55969,             0.02737,           0.0087077,           0.0038876,            0.005149,            0.005149,            0.005149
                  51,            0.031083,            0.017811,           0.0067193,             0.83418,             0.78255,              0.8441,             0.57501,            0.027864,           0.0085816,           0.0043222,             0.00505,             0.00505,             0.00505
                  52,            0.030996,            0.017666,            0.007437,             0.82993,             0.77882,             0.83497,             0.56414,            0.027207,           0.0085857,           0.0047194,            0.004951,            0.004951,            0.004951
                  53,            0.031122,            0.017646,           0.0067321,              0.8451,             0.80517,             0.84914,             0.57024,            0.027701,           0.0086844,           0.0055487,            0.004852,            0.004852,            0.004852
                  54,            0.030905,            0.017705,           0.0066077,             0.80275,             0.78682,             0.84151,             0.57814,            0.027105,           0.0086235,           0.0045933,            0.004753,            0.004753,            0.004753
